"Accession" "TF" "Tissue" "Cell" "IMPACT" "File" "CellDeriv"
"GSM1430925" "MYC" "GI" "LS-174T" "336" "PRJNA254756_GSM1430925_MYC_peaks.narrowPeak" "Colon"
"GSM1534720" "ESR1" "BREAST" "MCF-7" "15" "PRJNA255509_GSM1534720_ESR1_peaks.narrowPeak" "Breast"
"GSM1534721" "ESR1" "BREAST" "MCF-7" "15" "PRJNA255509_GSM1534721_ESR1_peaks.narrowPeak" "Breast"
"GSM1534722" "ESR1" "BREAST" "MCF-7" "15" "PRJNA255509_GSM1534722_ESR1_peaks.narrowPeak" "Breast"
"GSM1534723" "ESR1" "BREAST" "MCF-7" "15" "PRJNA255509_GSM1534723_ESR1_peaks.narrowPeak" "Breast"
"GSM1534724" "ESR1" "BREAST" "MCF-7" "15" "PRJNA255509_GSM1534724_ESR1_peaks.narrowPeak" "Breast"
"GSM1534725" "ESR1" "BREAST" "MCF-7" "15" "PRJNA255509_GSM1534725_ESR1_peaks.narrowPeak" "Breast"
"GSM1534726" "ESR1" "BREAST" "MCF-7" "15" "PRJNA255509_GSM1534726_ESR1_peaks.narrowPeak" "Breast"
"GSM1534727" "ESR1" "BREAST" "MCF-7" "15" "PRJNA255509_GSM1534727_ESR1_peaks.narrowPeak" "Breast"
"GSM1534736" "FOXA1" "BREAST" "MCF-7" "99" "PRJNA255509_GSM1534736_FOXA1_peaks.narrowPeak" "Breast"
"GSM1534737" "FOXA1" "BREAST" "MCF-7" "99" "PRJNA255509_GSM1534737_FOXA1_peaks.narrowPeak" "Breast"
"GSM1534738" "FOXA1" "BREAST" "MCF-7" "99" "PRJNA255509_GSM1534738_FOXA1_peaks.narrowPeak" "Breast"
"GSM1534739" "FOXA1" "BREAST" "MCF-7" "99" "PRJNA255509_GSM1534739_FOXA1_peaks.narrowPeak" "Breast"
"GSM1534740" "FOXA1" "BREAST" "MCF-7" "99" "PRJNA255509_GSM1534740_FOXA1_peaks.narrowPeak" "Breast"
"GSM1534741" "FOXA1" "BREAST" "MCF-7" "99" "PRJNA255509_GSM1534741_FOXA1_peaks.narrowPeak" "Breast"
"GSM1534742" "FOXA1" "BREAST" "MCF-7" "99" "PRJNA255509_GSM1534742_FOXA1_peaks.narrowPeak" "Breast"
"GSM1534743" "FOXA1" "BREAST" "MCF-7" "99" "PRJNA255509_GSM1534743_FOXA1_peaks.narrowPeak" "Breast"
"GSM1534746" "ESR1" "BREAST" "MCF-7" "15" "PRJNA255509_GSM1534746_ESR1_peaks.narrowPeak" "Breast"
"GSM1534747" "ESR1" "BREAST" "MCF-7" "15" "PRJNA255509_GSM1534747_ESR1_peaks.narrowPeak" "Breast"
"GSM1534750" "ESR1" "BREAST" "MCF-7" "96" "PRJNA255509_GSM1534750_ESR1_peaks.narrowPeak" "Breast"
"GSM1534751" "ESR1" "BREAST" "MCF-7" "15" "PRJNA255509_GSM1534751_ESR1_peaks.narrowPeak" "Breast"
"GSM1438986" "BCL6" "BLOOD" "ICN12" "337" "PRJNA255521_GSM1438986_BCL6_peaks.narrowPeak" "B cell"
"GSM1438989" "PBX1" "BLOOD" "ICN12" "338" "PRJNA255521_GSM1438989_PBX1_peaks.narrowPeak" "B cell"
"GSM1442005" "MYB" "BLOOD" "Jurkat" "339" "PRJNA255872_GSM1442005_MYB_peaks.narrowPeak" "T cell"
"GSM1442006" "MYB" "BLOOD" "Jurkat" "339" "PRJNA255872_GSM1442006_MYB_peaks.narrowPeak" "T cell"
"GSM1519635" "MYB" "BLOOD" "Jurkat" "339" "PRJNA255872_GSM1519635_MYB_peaks.narrowPeak" "T cell"
"GSM1519639" "MYB" "BLOOD" "Jurkat" "339" "PRJNA255872_GSM1519639_MYB_peaks.narrowPeak" "T cell"
"GSM1519641" "MYB" "BLOOD" "Jurkat" "339" "PRJNA255872_GSM1519641_MYB_peaks.narrowPeak" "T cell"
"GSM1519643" "MYB" "BLOOD" "T-ALL" "340" "PRJNA255872_GSM1519643_MYB_peaks.narrowPeak" "T cell"
"GSM1443809" "PPARG" "ADIPOCYTE" "Adipose-Derived Mesenchymal Stem Cells" "341" "PRJNA255992_GSM1443809_PPARG_peaks.narrowPeak" "Mesenchymal stem cell"
"GSM1443810" "PPARG" "ADIPOCYTE" "Adipose-Derived Mesenchymal Stem Cells" "341" "PRJNA255992_GSM1443810_PPARG_peaks.narrowPeak" "Mesenchymal stem cell"
"GSM1443811" "PPARG" "ADIPOCYTE" "Adipose-Derived Mesenchymal Stem Cells" "341" "PRJNA255992_GSM1443811_PPARG_peaks.narrowPeak" "Mesenchymal stem cell"
"GSM1443812" "PPARG" "ADIPOCYTE" "Adipose-Derived Mesenchymal Stem Cells" "341" "PRJNA255992_GSM1443812_PPARG_peaks.narrowPeak" "Mesenchymal stem cell"
"GSM1462461" "BCL6" "BLOOD" "CD4-Positive T-Lymphocytes" "342" "PRJNA257089_GSM1462461_BCL6_peaks.narrowPeak" "CD4 T cell"
"GSM1589798" "BCL6" "BLOOD" "CD4-Positive T-Lymphocytes" "342" "PRJNA257089_GSM1589798_BCL6_peaks.narrowPeak" "CD4 T cell"
"GSM1462475" "HIF1A" "BREAST" "T-47D" "343" "PRJNA257093_GSM1462475_HIF1A_peaks.narrowPeak" "Breast"
"GSM1462478" "NRF1" "BREAST" "T-47D" "344" "PRJNA257093_GSM1462478_NRF1_peaks.narrowPeak" "Breast"
"GSM1463918" "CTCF" "EYE" "HRPEpiC" "345" "PRJNA257297_GSM1463918_CTCF_peaks.narrowPeak" "Retinal Epithelium"
"GSM1463919" "E2F4" "EYE" "HRPEpiC" "346" "PRJNA257297_GSM1463919_E2F4_peaks.narrowPeak" "Retinal Epithelium"
"GSM1567046" "OTX2" "EYE" "HRPEpiC" "347" "PRJNA257297_GSM1567046_OTX2_peaks.narrowPeak" "Retinal Epithelium"
"GSM1567047" "MITF" "EYE" "HRPEpiC" "348" "PRJNA257297_GSM1567047_MITF_peaks.narrowPeak" "Retinal Epithelium"
"GSM1567048" "PAX6" "EYE" "HRPEpiC" "349" "PRJNA257297_GSM1567048_PAX6_peaks.narrowPeak" "Retinal Epithelium"
"GSM1567049" "LHX2" "EYE" "HRPEpiC" "350" "PRJNA257297_GSM1567049_LHX2_peaks.narrowPeak" "Retinal Epithelium"
"GSM1466691" "ELK3" "VASCULAR" "HUVEC" "351" "PRJNA257643_GSM1466691_ELK3_peaks.narrowPeak" "Endothelial"
"GSM1477597" "PROX1" "GI" "SW 480" "352" "PRJNA258163_GSM1477597_PROX1_peaks.narrowPeak" "Colon"
"GSM1505615" "PRDM1" "STEMCELL" "hESC derived mesendodermal cells" "353" "PRJNA261253_GSM1505615_PRDM1_peaks.narrowPeak" "Mesendoderm"
"GSM1505616" "PRDM1" "STEMCELL" "hESC derived mesendodermal cells" "353" "PRJNA261253_GSM1505616_PRDM1_peaks.narrowPeak" "Mesendoderm"
"GSM1505617" "PRDM1" "STEMCELL" "hESC HUES64" "354" "PRJNA261253_GSM1505617_PRDM1_peaks.narrowPeak" "Stem cell"
"GSM1505618" "PRDM1" "STEMCELL" "hESC derived mesendodermal cells" "353" "PRJNA261253_GSM1505618_PRDM1_peaks.narrowPeak" "Mesendoderm"
"GSM1505619" "CDX2" "STEMCELL" "hESC derived mesendodermal cells" "355" "PRJNA261253_GSM1505619_CDX2_peaks.narrowPeak" "Mesendoderm"
"GSM1505620" "CTCF" "STEMCELL" "hESC HUES64" "356" "PRJNA261253_GSM1505620_CTCF_peaks.narrowPeak" "Stem cell"
"GSM1505621" "CTCF" "STEMCELL" "hESC HUES64" "356" "PRJNA261253_GSM1505621_CTCF_peaks.narrowPeak" "Stem cell"
"GSM1505622" "CTCF" "STEMCELL" "hESC HUES64" "356" "PRJNA261253_GSM1505622_CTCF_peaks.narrowPeak" "Stem cell"
"GSM1505623" "CTCF" "STEMCELL" "hESC derived mesendodermal cells" "357" "PRJNA261253_GSM1505623_CTCF_peaks.narrowPeak" "Mesendoderm"
"GSM1505624" "CTCF" "STEMCELL" "hESC derived mesendodermal cells" "357" "PRJNA261253_GSM1505624_CTCF_peaks.narrowPeak" "Mesendoderm"
"GSM1505625" "CTCF" "STEMCELL" "hESC derived mesendodermal cells" "357" "PRJNA261253_GSM1505625_CTCF_peaks.narrowPeak" "Mesendoderm"
"GSM1505626" "CTCF" "STEMCELL" "hESC derived ectodermal cells" "358" "PRJNA261253_GSM1505626_CTCF_peaks.narrowPeak" "Ectoderm"
"GSM1505627" "EOMES" "STEMCELL" "hESC HUES64" "359" "PRJNA261253_GSM1505627_EOMES_peaks.narrowPeak" "Stem cell"
"GSM1505628" "EOMES" "STEMCELL" "hESC derived mesendodermal cells" "36" "PRJNA261253_GSM1505628_EOMES_peaks.narrowPeak" "Mesendoderm"
"GSM1505629" "EOMES" "STEMCELL" "hESC derived mesendodermal cells" "36" "PRJNA261253_GSM1505629_EOMES_peaks.narrowPeak" "Mesendoderm"
"GSM1505630" "EOMES" "STEMCELL" "hESC derived mesendodermal cells" "36" "PRJNA261253_GSM1505630_EOMES_peaks.narrowPeak" "Mesendoderm"
"GSM1505631" "EOMES" "STEMCELL" "hESC derived mesendodermal cells" "36" "PRJNA261253_GSM1505631_EOMES_peaks.narrowPeak" "Mesendoderm"
"GSM1505632" "FOXA1" "STEMCELL" "hESC derived mesendodermal cells" "311" "PRJNA261253_GSM1505632_FOXA1_peaks.narrowPeak" "Mesendoderm"
"GSM1505633" "FOXA1" "STEMCELL" "hESC HUES64" "360" "PRJNA261253_GSM1505633_FOXA1_peaks.narrowPeak" "Stem cell"
"GSM1505634" "FOXA1" "STEMCELL" "hESC derived mesendodermal cells" "311" "PRJNA261253_GSM1505634_FOXA1_peaks.narrowPeak" "Mesendoderm"
"GSM1505635" "FOXA1" "STEMCELL" "hESC derived mesendodermal cells" "311" "PRJNA261253_GSM1505635_FOXA1_peaks.narrowPeak" "Mesendoderm"
"GSM1505636" "FOXA1" "STEMCELL" "hESC derived mesendodermal cells" "311" "PRJNA261253_GSM1505636_FOXA1_peaks.narrowPeak" "Mesendoderm"
"GSM1505637" "FOXA2" "STEMCELL" "hESC derived mesendodermal cells" "312" "PRJNA261253_GSM1505637_FOXA2_peaks.narrowPeak" "Mesendoderm"
"GSM1505638" "FOXA2" "STEMCELL" "hESC derived mesendodermal cells" "312" "PRJNA261253_GSM1505638_FOXA2_peaks.narrowPeak" "Mesendoderm"
"GSM1505639" "FOXA2" "STEMCELL" "hESC derived mesendodermal cells" "312" "PRJNA261253_GSM1505639_FOXA2_peaks.narrowPeak" "Mesendoderm"
"GSM1505640" "FOXA2" "STEMCELL" "hESC HUES64" "361" "PRJNA261253_GSM1505640_FOXA2_peaks.narrowPeak" "Stem cell"
"GSM1505641" "FOXA2" "STEMCELL" "hESC derived mesendodermal cells" "312" "PRJNA261253_GSM1505641_FOXA2_peaks.narrowPeak" "Mesendoderm"
"GSM1505642" "GATA4" "STEMCELL" "hESC HUES64" "362" "PRJNA261253_GSM1505642_GATA4_peaks.narrowPeak" "Stem cell"
"GSM1505643" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505643_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505644" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505644_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505645" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505645_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505646" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505646_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505647" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505647_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505648" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505648_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505649" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505649_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505650" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505650_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505651" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505651_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505652" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505652_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505653" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505653_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505654" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505654_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505655" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505655_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505656" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505656_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505657" "GATA4" "STEMCELL" "hESC derived mesendodermal cells" "363" "PRJNA261253_GSM1505657_GATA4_peaks.narrowPeak" "Mesendoderm"
"GSM1505658" "GATA6" "STEMCELL" "hESC derived mesendodermal cells" "364" "PRJNA261253_GSM1505658_GATA6_peaks.narrowPeak" "Mesendoderm"
"GSM1505659" "GATA6" "STEMCELL" "hESC HUES64" "365" "PRJNA261253_GSM1505659_GATA6_peaks.narrowPeak" "Stem cell"
"GSM1505660" "GATA6" "STEMCELL" "hESC derived mesendodermal cells" "364" "PRJNA261253_GSM1505660_GATA6_peaks.narrowPeak" "Mesendoderm"
"GSM1505661" "GATA6" "STEMCELL" "hESC derived mesendodermal cells" "364" "PRJNA261253_GSM1505661_GATA6_peaks.narrowPeak" "Mesendoderm"
"GSM1505662" "GATA6" "STEMCELL" "hESC derived mesendodermal cells" "364" "PRJNA261253_GSM1505662_GATA6_peaks.narrowPeak" "Mesendoderm"
"GSM1505663" "GATA6" "STEMCELL" "hESC derived mesendodermal cells" "364" "PRJNA261253_GSM1505663_GATA6_peaks.narrowPeak" "Mesendoderm"
"GSM1505664" "GATA6" "STEMCELL" "hESC derived mesendodermal cells" "364" "PRJNA261253_GSM1505664_GATA6_peaks.narrowPeak" "Mesendoderm"
"GSM1505679" "HEY1" "STEMCELL" "hESC derived mesendodermal cells" "366" "PRJNA261253_GSM1505679_HEY1_peaks.narrowPeak" "Mesendoderm"
"GSM1505680" "HNF1B" "STEMCELL" "hESC derived mesendodermal cells" "367" "PRJNA261253_GSM1505680_HNF1B_peaks.narrowPeak" "Mesendoderm"
"GSM1505681" "HNF1B" "STEMCELL" "hESC HUES64" "368" "PRJNA261253_GSM1505681_HNF1B_peaks.narrowPeak" "Stem cell"
"GSM1505682" "HNF1B" "STEMCELL" "hESC derived mesendodermal cells" "367" "PRJNA261253_GSM1505682_HNF1B_peaks.narrowPeak" "Mesendoderm"
"GSM1505683" "HNF1B" "STEMCELL" "hESC derived mesendodermal cells" "367" "PRJNA261253_GSM1505683_HNF1B_peaks.narrowPeak" "Mesendoderm"
"GSM1505684" "HNF4A" "STEMCELL" "hESC derived mesendodermal cells" "369" "PRJNA261253_GSM1505684_HNF4A_peaks.narrowPeak" "Mesendoderm"
"GSM1505685" "HNF4A" "STEMCELL" "hESC derived mesendodermal cells" "369" "PRJNA261253_GSM1505685_HNF4A_peaks.narrowPeak" "Mesendoderm"
"GSM1505686" "HNF4A" "STEMCELL" "hESC derived mesendodermal cells" "369" "PRJNA261253_GSM1505686_HNF4A_peaks.narrowPeak" "Mesendoderm"
"GSM1505687" "HNF4A" "STEMCELL" "hESC HUES64" "370" "PRJNA261253_GSM1505687_HNF4A_peaks.narrowPeak" "Stem cell"
"GSM1505688" "KLF5" "STEMCELL" "hESC derived mesendodermal cells" "371" "PRJNA261253_GSM1505688_KLF5_peaks.narrowPeak" "Mesendoderm"
"GSM1505689" "KLF5" "STEMCELL" "hESC derived mesendodermal cells" "371" "PRJNA261253_GSM1505689_KLF5_peaks.narrowPeak" "Mesendoderm"
"GSM1505690" "KLF5" "STEMCELL" "hESC HUES64" "372" "PRJNA261253_GSM1505690_KLF5_peaks.narrowPeak" "Stem cell"
"GSM1505691" "LEF1" "STEMCELL" "hESC derived mesendodermal cells" "373" "PRJNA261253_GSM1505691_LEF1_peaks.narrowPeak" "Mesendoderm"
"GSM1505692" "LEF1" "STEMCELL" "hESC derived mesendodermal cells" "373" "PRJNA261253_GSM1505692_LEF1_peaks.narrowPeak" "Mesendoderm"
"GSM1505693" "NR5A2" "STEMCELL" "hESC HUES64" "374" "PRJNA261253_GSM1505693_NR5A2_peaks.narrowPeak" "Stem cell"
"GSM1505694" "NR5A2" "STEMCELL" "hESC derived mesendodermal cells" "375" "PRJNA261253_GSM1505694_NR5A2_peaks.narrowPeak" "Mesendoderm"
"GSM1505704" "OTX2" "STEMCELL" "hESC HUES64" "376" "PRJNA261253_GSM1505704_OTX2_peaks.narrowPeak" "Stem cell"
"GSM1505705" "OTX2" "STEMCELL" "hESC derived mesendodermal cells" "377" "PRJNA261253_GSM1505705_OTX2_peaks.narrowPeak" "Mesendoderm"
"GSM1505706" "OTX2" "STEMCELL" "hESC derived mesendodermal cells" "377" "PRJNA261253_GSM1505706_OTX2_peaks.narrowPeak" "Mesendoderm"
"GSM1505707" "OTX2" "STEMCELL" "hESC derived ectodermal cells" "378" "PRJNA261253_GSM1505707_OTX2_peaks.narrowPeak" "Ectoderm"
"GSM1505708" "OTX2" "STEMCELL" "hESC derived mesendodermal cells" "377" "PRJNA261253_GSM1505708_OTX2_peaks.narrowPeak" "Mesendoderm"
"GSM1505709" "OTX2" "STEMCELL" "hESC HUES64" "376" "PRJNA261253_GSM1505709_OTX2_peaks.narrowPeak" "Stem cell"
"GSM1505710" "OTX2" "STEMCELL" "hESC derived ectodermal cells" "378" "PRJNA261253_GSM1505710_OTX2_peaks.narrowPeak" "Ectoderm"
"GSM1505711" "OTX2" "STEMCELL" "hESC HUES64" "376" "PRJNA261253_GSM1505711_OTX2_peaks.narrowPeak" "Stem cell"
"GSM1505712" "OTX2" "STEMCELL" "hESC HUES64" "376" "PRJNA261253_GSM1505712_OTX2_peaks.narrowPeak" "Stem cell"
"GSM1505713" "OTX2" "STEMCELL" "hESC derived mesendodermal cells" "377" "PRJNA261253_GSM1505713_OTX2_peaks.narrowPeak" "Mesendoderm"
"GSM1505714" "PAX6" "STEMCELL" "hESC derived mesendodermal cells" "379" "PRJNA261253_GSM1505714_PAX6_peaks.narrowPeak" "Mesendoderm"
"GSM1505715" "PAX6" "STEMCELL" "hESC derived ectodermal cells" "380" "PRJNA261253_GSM1505715_PAX6_peaks.narrowPeak" "Ectoderm"
"GSM1505751" "SMAD4" "STEMCELL" "hESC HUES64" "381" "PRJNA261253_GSM1505751_SMAD4_peaks.narrowPeak" "Stem cell"
"GSM1505752" "SMAD4" "STEMCELL" "hESC derived mesendodermal cells" "63" "PRJNA261253_GSM1505752_SMAD4_peaks.narrowPeak" "Mesendoderm"
"GSM1505753" "SMAD4" "STEMCELL" "hESC derived mesendodermal cells" "63" "PRJNA261253_GSM1505753_SMAD4_peaks.narrowPeak" "Mesendoderm"
"GSM1505754" "SMAD4" "STEMCELL" "hESC derived mesendodermal cells" "63" "PRJNA261253_GSM1505754_SMAD4_peaks.narrowPeak" "Mesendoderm"
"GSM1505755" "SMAD4" "STEMCELL" "hESC derived ectodermal cells" "382" "PRJNA261253_GSM1505755_SMAD4_peaks.narrowPeak" "Ectoderm"
"GSM1505756" "SMAD4" "STEMCELL" "hESC derived mesendodermal cells" "63" "PRJNA261253_GSM1505756_SMAD4_peaks.narrowPeak" "Mesendoderm"
"GSM1505757" "SMAD4" "STEMCELL" "hESC HUES64" "381" "PRJNA261253_GSM1505757_SMAD4_peaks.narrowPeak" "Stem cell"
"GSM1505758" "SNAI2" "STEMCELL" "hESC HUES64" "383" "PRJNA261253_GSM1505758_SNAI2_peaks.narrowPeak" "Stem cell"
"GSM1505759" "SNAI2" "STEMCELL" "hESC derived mesendodermal cells" "384" "PRJNA261253_GSM1505759_SNAI2_peaks.narrowPeak" "Mesendoderm"
"GSM1505760" "SOX17" "STEMCELL" "hESC HUES64" "385" "PRJNA261253_GSM1505760_SOX17_peaks.narrowPeak" "Stem cell"
"GSM1505761" "SOX17" "STEMCELL" "hESC derived mesendodermal cells" "386" "PRJNA261253_GSM1505761_SOX17_peaks.narrowPeak" "Mesendoderm"
"GSM1505762" "SOX17" "STEMCELL" "hESC derived mesendodermal cells" "386" "PRJNA261253_GSM1505762_SOX17_peaks.narrowPeak" "Mesendoderm"
"GSM1505763" "SOX17" "STEMCELL" "hESC derived mesendodermal cells" "386" "PRJNA261253_GSM1505763_SOX17_peaks.narrowPeak" "Mesendoderm"
"GSM1505764" "SOX2" "STEMCELL" "hESC derived mesendodermal cells" "387" "PRJNA261253_GSM1505764_SOX2_peaks.narrowPeak" "Mesendoderm"
"GSM1505765" "SOX2" "STEMCELL" "hESC derived mesendodermal cells" "387" "PRJNA261253_GSM1505765_SOX2_peaks.narrowPeak" "Mesendoderm"
"GSM1505766" "SOX2" "STEMCELL" "hESC HUES64" "388" "PRJNA261253_GSM1505766_SOX2_peaks.narrowPeak" "Stem cell"
"GSM1505767" "SOX2" "STEMCELL" "hESC derived mesendodermal cells" "387" "PRJNA261253_GSM1505767_SOX2_peaks.narrowPeak" "Mesendoderm"
"GSM1505768" "SOX2" "STEMCELL" "hESC HUES64" "388" "PRJNA261253_GSM1505768_SOX2_peaks.narrowPeak" "Stem cell"
"GSM1505769" "SP1" "STEMCELL" "hESC HUES64" "389" "PRJNA261253_GSM1505769_SP1_peaks.narrowPeak" "Stem cell"
"GSM1505770" "SP1" "STEMCELL" "hESC derived mesendodermal cells" "390" "PRJNA261253_GSM1505770_SP1_peaks.narrowPeak" "Mesendoderm"
"GSM1505771" "SP1" "STEMCELL" "hESC HUES64" "389" "PRJNA261253_GSM1505771_SP1_peaks.narrowPeak" "Stem cell"
"GSM1505772" "SRF" "STEMCELL" "hESC HUES64" "391" "PRJNA261253_GSM1505772_SRF_peaks.narrowPeak" "Stem cell"
"GSM1505773" "SRF" "STEMCELL" "hESC derived mesendodermal cells" "392" "PRJNA261253_GSM1505773_SRF_peaks.narrowPeak" "Mesendoderm"
"GSM1505774" "SRF" "STEMCELL" "hESC HUES64" "391" "PRJNA261253_GSM1505774_SRF_peaks.narrowPeak" "Stem cell"
"GSM1505775" "SRF" "STEMCELL" "hESC HUES64" "391" "PRJNA261253_GSM1505775_SRF_peaks.narrowPeak" "Stem cell"
"GSM1505776" "SRF" "STEMCELL" "hESC derived mesendodermal cells" "392" "PRJNA261253_GSM1505776_SRF_peaks.narrowPeak" "Mesendoderm"
"GSM1505777" "SRF" "STEMCELL" "hESC derived mesendodermal cells" "392" "PRJNA261253_GSM1505777_SRF_peaks.narrowPeak" "Mesendoderm"
"GSM1505778" "SRF" "STEMCELL" "hESC derived ectodermal cells" "393" "PRJNA261253_GSM1505778_SRF_peaks.narrowPeak" "Ectoderm"
"GSM1505779" "STAT3" "STEMCELL" "hESC derived mesendodermal cells" "394" "PRJNA261253_GSM1505779_STAT3_peaks.narrowPeak" "Mesendoderm"
"GSM1505780" "STAT3" "STEMCELL" "hESC derived mesendodermal cells" "394" "PRJNA261253_GSM1505780_STAT3_peaks.narrowPeak" "Mesendoderm"
"GSM1505781" "STAT3" "STEMCELL" "hESC HUES64" "395" "PRJNA261253_GSM1505781_STAT3_peaks.narrowPeak" "Stem cell"
"GSM1505806" "MYC" "STEMCELL" "hESC derived mesendodermal cells" "396" "PRJNA261253_GSM1505806_MYC_peaks.narrowPeak" "Mesendoderm"
"GSM1505807" "MYC" "STEMCELL" "hESC derived mesendodermal cells" "396" "PRJNA261253_GSM1505807_MYC_peaks.narrowPeak" "Mesendoderm"
"GSM1505808" "MYC" "STEMCELL" "hESC derived ectodermal cells" "397" "PRJNA261253_GSM1505808_MYC_peaks.narrowPeak" "Ectoderm"
"GSM1505809" "MYC" "STEMCELL" "hESC HUES64" "398" "PRJNA261253_GSM1505809_MYC_peaks.narrowPeak" "Stem cell"
"GSM1505810" "MYC" "STEMCELL" "hESC derived mesendodermal cells" "396" "PRJNA261253_GSM1505810_MYC_peaks.narrowPeak" "Mesendoderm"
"GSM1517537" "FLI1" "SARCOMA" "SKMNC" "399" "PRJNA262730_GSM1517537_FLI1_peaks.narrowPeak" "Muscle"
"GSM1517544" "FLI1" "SARCOMA" "SKMNC" "399" "PRJNA262730_GSM1517544_FLI1_peaks.narrowPeak" "Muscle"
"GSM1517546" "FLI1" "SARCOMA" "SKMNC" "399" "PRJNA262730_GSM1517546_FLI1_peaks.narrowPeak" "Muscle"
"GSM1517550" "GABPA" "SARCOMA" "SKMNC" "400" "PRJNA262730_GSM1517550_GABPA_peaks.narrowPeak" "Muscle"
"GSM1517551" "ELF1" "SARCOMA" "SKMNC" "401" "PRJNA262730_GSM1517551_ELF1_peaks.narrowPeak" "Muscle"
"GSM1517553" "FLI1" "SARCOMA" "SKMNC" "399" "PRJNA262730_GSM1517553_FLI1_peaks.narrowPeak" "Muscle"
"GSM1517555" "FLI1" "SARCOMA" "SKMNC" "399" "PRJNA262730_GSM1517555_FLI1_peaks.narrowPeak" "Muscle"
"GSM1517559" "GABPA" "SARCOMA" "SKMNC" "400" "PRJNA262730_GSM1517559_GABPA_peaks.narrowPeak" "Muscle"
"GSM1517560" "ELF1" "SARCOMA" "SKMNC" "401" "PRJNA262730_GSM1517560_ELF1_peaks.narrowPeak" "Muscle"
"GSM1517562" "FLI1" "SARCOMA" "A-673" "402" "PRJNA262730_GSM1517562_FLI1_peaks.narrowPeak" "Muscle"
"GSM1517569" "FLI1" "SARCOMA" "A-673" "402" "PRJNA262730_GSM1517569_FLI1_peaks.narrowPeak" "Muscle"
"GSM1517572" "FLI1" "SARCOMA" "A-673" "402" "PRJNA262730_GSM1517572_FLI1_peaks.narrowPeak" "Muscle"
"GSM1521760" "OTX2" "STEMCELL" "hESC derived neural cells" "403" "PRJNA263414_GSM1521760_OTX2_peaks.narrowPeak" "Brain"
"GSM1521761" "OTX2" "STEMCELL" "hESC derived neural cells" "403" "PRJNA263414_GSM1521761_OTX2_peaks.narrowPeak" "Brain"
"GSM1527836" "FOXP1" "PROSTATE" "LNCAP" "404" "PRJNA264289_GSM1527836_FOXP1_peaks.narrowPeak" "Prostate"
"GSM1527837" "FOXP1" "PROSTATE" "LNCAP" "404" "PRJNA264289_GSM1527837_FOXP1_peaks.narrowPeak" "Prostate"
"GSM1527839" "RUNX1" "PROSTATE" "LNCAP" "405" "PRJNA264289_GSM1527839_RUNX1_peaks.narrowPeak" "Prostate"
"GSM1527840" "RUNX1" "PROSTATE" "LNCAP" "405" "PRJNA264289_GSM1527840_RUNX1_peaks.narrowPeak" "Prostate"
"GSM1548071" "EHF" "LUNG" "Calu-3" "406" "PRJNA267665_GSM1548071_EHF_peaks.narrowPeak" "Lung"
"GSM1548072" "EHF" "LUNG" "Calu-3" "406" "PRJNA267665_GSM1548072_EHF_peaks.narrowPeak" "Lung"
"GSM1553235" "HSF1" "MELANOMA" "451Lu" "407" "PRJNA268351_GSM1553235_HSF1_peaks.narrowPeak" "Lung"
"GSM1553236" "HSF1" "MELANOMA" "451Lu" "407" "PRJNA268351_GSM1553236_HSF1_peaks.narrowPeak" "Lung"
